Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Total Price ,Sales,,Total Revenue-,,307587.38
Male,877-22-3308,A,Yangon,Member,Health and beauty,15.87,10,7.935,166.635,158.7,,,,
Male,232-11-3025,A,Yangon,Normal,Sports and travel,78.77,10,39.385,827.085,787.7,,,,
Male,393-65-2792,C,Naypyitaw,Normal,Food and beverages,89.48,10,44.74,939.54,894.8,,,,
Male,796-12-2025,C,Naypyitaw,Normal,Fashion accessories,62.12,10,31.06,652.26,621.2,,,,
Male,287-21-9091,A,Yangon,Normal,Home and lifestyle,74.67,9,336.015,1008.045,672.03,,,,
Male,263-10-3913,C,Naypyitaw,Member,Fashion accessories,49.04,9,22.068,463.428,441.36,,,,
Male,480-63-2856,C,Naypyitaw,Normal,Food and beverages,19.25,8,7.7,161.7,154,,,,
Male,360-39-5055,C,Naypyitaw,Member,Sports and travel,48.91,5,12.2275,256.7775,244.55,,,,
Male,362-58-8315,C,Naypyitaw,Normal,Fashion accessories,76.52,5,19.13,401.73,382.6,,,,
Male,633-44-8566,A,Yangon,Member,Food and beverages,49.38,7,17.283,362.943,345.66,,,,
Male,504-35-8843,A,Yangon,Normal,Sports and travel,42.47,1,2.1235,44.5935,42.47,,,,
Male,152-08-9985,B,Mandalay,Member,Health and beauty,64.36,9,28.962,608.202,579.24,,,,
Male,512-91-0811,C,Naypyitaw,Normal,Health and beauty,89.75,1,4.4875,94.2375,89.75,,,,
Male,594-34-4444,A,Yangon,Normal,Electronic accessories,97.16,1,4.858,102.018,97.16,,,,
Male,766-85-7061,B,Mandalay,Normal,Health and beauty,87.87,10,43.935,922.635,878.7,,,,
Male,865-92-6136,A,Yangon,Normal,Food and beverages,52.75,3,7.9125,166.1625,158.25,,,,
Male,733-01-9107,B,Mandalay,Normal,Home and lifestyle,82.7,6,24.81,521.01,496.2,,,,
Male,163-56-7055,C,Naypyitaw,Member,Fashion accessories,48.71,1,2.4355,51.1455,48.71,,,,
Male,189-98-2939,C,Naypyitaw,Normal,Fashion accessories,78.55,9,353.475,1060.425,706.95,,,,
Male,212-62-1842,A,Yangon,Normal,Food and beverages,58.26,6,17.478,367.038,349.56,,,,
Male,716-39-1409,B,Mandalay,Normal,Health and beauty,30.35,7,10.6225,223.0725,212.45,,,,
Male,704-48-3927,A,Yangon,Member,Electronic accessories,88.67,10,44.335,931.035,886.7,,,,
Male,628-34-3388,C,Naypyitaw,Normal,Fashion accessories,27.38,6,8.214,172.494,164.28,,,,
Male,630-74-5166,A,Yangon,Normal,Sports and travel,62.13,6,18.639,391.419,372.78,,,,
Male,861-77-0145,C,Naypyitaw,Member,Electronic accessories,81.97,10,40.985,860.685,819.7,,,,
Male,645-44-1170,A,Yangon,Member,Home and lifestyle,58.07,9,261.315,783.945,522.63,,,,
Male,291-32-1427,B,Mandalay,Member,Fashion accessories,21.94,5,5.485,115.185,109.7,,,,
Male,659-65-8956,B,Mandalay,Member,Fashion accessories,51.36,1,2.568,53.928,51.36,,,,
Male,378-24-2715,B,Mandalay,Normal,Home and lifestyle,53.44,2,5.344,112.224,106.88,,,,
Male,659-36-1684,C,Naypyitaw,Member,Sports and travel,57.12,7,19.992,419.832,399.84,,,,
Male,219-22-9386,B,Mandalay,Member,Sports and travel,99.96,9,44.982,944.622,899.64,,,,
Male,336-78-2147,C,Naypyitaw,Member,Home and lifestyle,63.91,8,25.564,536.844,511.28,,,,
Male,590-83-4591,B,Mandalay,Member,Electronic accessories,87.45,6,26.235,550.935,524.7,,,,
Male,597-78-7908,C,Naypyitaw,Normal,Fashion accessories,90.22,3,13.533,284.193,270.66,,,,
Male,241-72-9525,B,Mandalay,Normal,Sports and travel,51.91,10,25.955,545.055,519.1,,,,
Male,575-30-8091,A,Yangon,Normal,Sports and travel,72.5,8,29,609,580,,,,
Male,280-17-4359,C,Naypyitaw,Member,Health and beauty,90.5,10,45.25,950.25,905,,,,
Male,568-90-5112,C,Naypyitaw,Normal,Health and beauty,66.14,4,13.228,277.788,264.56,,,,
Male,262-47-2794,B,Mandalay,Member,Home and lifestyle,71.86,8,28.744,603.624,574.88,,,,
Male,238-49-0436,A,Yangon,Normal,Health and beauty,32.46,8,12.984,272.664,259.68,,,,
Male,584-86-7256,C,Naypyitaw,Member,Sports and travel,34.56,7,12.096,254.016,241.92,,,,
Male,746-94-0204,A,Yangon,Normal,Fashion accessories,83.24,9,37.458,786.618,749.16,,,,
Male,782-95-9291,A,Yangon,Member,Food and beverages,92.29,5,230.725,692.175,461.45,,,,
Male,279-74-2924,B,Mandalay,Member,Electronic accessories,72.17,1,3.6085,75.7785,72.17,,,,
Male,307-85-2293,B,Mandalay,Normal,Home and lifestyle,50.28,5,12.57,263.97,251.4,,,,
Male,743-04-1105,B,Mandalay,Member,Health and beauty,97.22,9,43.749,918.729,874.98,,,,
Male,423-57-2993,B,Mandalay,Normal,Sports and travel,93.39,6,28.017,588.357,560.34,,,,
Male,275-28-0149,A,Yangon,Normal,Sports and travel,63.69,1,3.1845,66.8745,63.69,,,,
Male,101-17-6199,A,Yangon,Normal,Food and beverages,45.79,7,160.265,480.795,320.53,,,,
Male,423-80-0988,C,Naypyitaw,Normal,Sports and travel,76.4,2,7.64,160.44,152.8,,,,
Male,548-46-9322,B,Mandalay,Normal,Food and beverages,39.9,10,19.95,418.95,399,,,,
Male,505-02-0892,B,Mandalay,Member,Health and beauty,42.57,8,17.028,357.588,340.56,,,,
Male,234-65-2137,C,Naypyitaw,Normal,Home and lifestyle,95.58,10,47.79,1003.59,955.8,,,,
Male,687-47-8271,A,Yangon,Normal,Fashion accessories,98.98,10,49.49,1039.29,989.8,,,,
Male,796-32-9050,A,Yangon,Normal,Food and beverages,51.28,6,15.384,323.064,307.68,,,,
Male,105-31-1824,A,Yangon,Member,Sports and travel,69.52,7,24.332,510.972,486.64,,,,
Male,249-42-3782,A,Yangon,Normal,Health and beauty,70.01,5,175.025,525.075,350.05,,,,
Male,316-55-4634,B,Mandalay,Member,Food and beverages,80.05,5,200.125,600.375,400.25,,,,
Male,733-33-4967,C,Naypyitaw,Normal,Electronic accessories,20.85,8,8.34,175.14,166.8,,,,
Male,608-27-6295,B,Mandalay,Member,Electronic accessories,52.89,6,15.867,333.207,317.34,,,,
Male,414-12-7047,B,Mandalay,Normal,Food and beverages,19.79,8,7.916,166.236,158.32,,,,
Male,827-26-2100,A,Yangon,Member,Home and lifestyle,33.84,9,15.228,319.788,304.56,,,,
Male,175-54-2529,A,Yangon,Member,Food and beverages,22.17,8,8.868,186.228,177.36,,,,
Male,407-63-8975,A,Yangon,Normal,Food and beverages,73.88,6,22.164,465.444,443.28,,,,
Male,342-65-4817,C,Naypyitaw,Member,Health and beauty,86.8,3,13.02,273.42,260.4,,,,
Male,130-98-8941,C,Naypyitaw,Normal,Fashion accessories,64.26,7,22.491,472.311,449.82,,,,
Male,434-83-9547,C,Naypyitaw,Member,Food and beverages,38.47,8,15.388,323.148,307.76,,,,
Male,851-28-6367,A,Yangon,Member,Sports and travel,15.5,10,7.75,162.75,155,,,,
Male,824-88-3614,C,Naypyitaw,Normal,Health and beauty,34.31,8,13.724,288.204,274.48,,,,
Male,895-66-0685,B,Mandalay,Member,Food and beverages,18.08,3,2.712,56.952,54.24,,,,
Male,732-04-5373,B,Mandalay,Member,Home and lifestyle,46.47,4,9.294,195.174,185.88,,,,
Male,400-60-7251,A,Yangon,Normal,Home and lifestyle,74.07,1,3.7035,77.7735,74.07,,,,
Male,641-43-2399,B,Mandalay,Normal,Home and lifestyle,25.55,4,5.11,107.31,102.2,,,,
Male,831-07-6050,A,Yangon,Normal,Electronic accessories,32.71,5,8.1775,171.7275,163.55,,,,
Male,848-24-9445,C,Naypyitaw,Member,Health and beauty,43.7,2,4.37,91.77,87.4,,,,
Male,699-01-4164,C,Naypyitaw,Normal,Health and beauty,41.5,4,8.3,174.3,166,,,,
Male,426-39-2418,C,Naypyitaw,Normal,Electronic accessories,61.41,7,214.935,644.805,429.87,,,,
Male,875-46-5808,B,Mandalay,Member,Health and beauty,25.9,10,12.95,271.95,259,,,,
Male,394-43-4238,B,Mandalay,Member,Home and lifestyle,17.77,5,4.4425,93.2925,88.85,,,,
Male,888-02-0338,A,Yangon,Normal,Electronic accessories,26.23,9,11.8035,247.8735,236.07,,,,
Male,142-63-6033,B,Mandalay,Normal,Home and lifestyle,92.36,5,23.09,484.89,461.8,,,,
Male,656-16-1063,B,Mandalay,Normal,Sports and travel,46.42,3,6.963,146.223,139.26,,,,
Male,802-43-8934,A,Yangon,Normal,Home and lifestyle,18.28,1,914,932.28,18.28,,,,
Male,549-03-9315,B,Mandalay,Normal,Fashion accessories,94.87,8,37.948,796.908,758.96,,,,
Male,239-36-3640,B,Mandalay,Normal,Electronic accessories,45.35,6,13.605,285.705,272.1,,,,
Male,468-01-2051,B,Mandalay,Normal,Food and beverages,62.08,7,21.728,456.288,434.56,,,,
Male,389-25-3394,C,Naypyitaw,Normal,Electronic accessories,11.81,5,2.9525,62.0025,59.05,,,,
Male,213-72-6612,A,Yangon,Normal,Food and beverages,43.25,2,4.325,90.825,86.5,,,,
Male,836-82-5858,B,Mandalay,Member,Health and beauty,69.37,9,312.165,936.495,624.33,,,,
Male,583-72-1480,C,Naypyitaw,Member,Electronic accessories,37.06,4,7.412,155.652,148.24,,,,
Male,269-04-5750,B,Mandalay,Member,Fashion accessories,73.82,4,14.764,310.044,295.28,,,,
Male,157-13-5295,A,Yangon,Member,Health and beauty,51.94,10,25.97,545.37,519.4,,,,
Male,211-30-9270,C,Naypyitaw,Normal,Health and beauty,17.41,5,4.3525,91.4025,87.05,,,,
Male,478-06-7835,A,Yangon,Normal,Fashion accessories,89.69,1,4.4845,94.1745,89.69,,,,
Male,540-11-4336,A,Yangon,Normal,Food and beverages,24.94,9,11.223,235.683,224.46,,,,
Male,448-81-5016,A,Yangon,Normal,Health and beauty,59.77,2,5.977,125.517,119.54,,,,
Male,142-72-4741,C,Naypyitaw,Member,Fashion accessories,93.2,2,9.32,195.72,186.4,,,,
Male,217-58-1179,A,Yangon,Member,Home and lifestyle,62.65,4,12.53,263.13,250.6,,,,
Male,376-02-8238,B,Mandalay,Normal,Home and lifestyle,93.87,8,37.548,788.508,750.96,,,,
Male,530-90-9855,A,Yangon,Member,Home and lifestyle,47.59,8,19.036,399.756,380.72,,,,
Male,604-70-6476,A,Yangon,Member,Fashion accessories,17.94,5,4.485,94.185,89.7,,,,
Male,799-71-1548,A,Yangon,Member,Electronic accessories,77.72,4,15.544,326.424,310.88,,,,
Male,785-13-7708,B,Mandalay,Normal,Food and beverages,73.06,7,25.571,536.991,511.42,,,,
Male,845-51-0542,B,Mandalay,Member,Food and beverages,46.55,9,209.475,628.425,418.95,,,,
Male,662-47-5456,C,Naypyitaw,Member,Fashion accessories,35.19,10,17.595,369.495,351.9,,,,
Male,290-68-2984,A,Yangon,Normal,Home and lifestyle,23.75,4,4.75,99.75,95,,,,
Male,704-11-6354,A,Yangon,Member,Home and lifestyle,58.9,8,23.56,494.76,471.2,,,,
Male,110-48-7033,B,Mandalay,Member,Fashion accessories,32.62,4,6.524,137.004,130.48,,,,
Male,366-93-0948,A,Yangon,Member,Electronic accessories,66.35,1,3.3175,69.6675,66.35,,,,
Male,729-09-9681,A,Yangon,Member,Home and lifestyle,25.91,6,7.773,163.233,155.46,,,,
Male,151-16-1484,A,Yangon,Member,Electronic accessories,32.25,4,6.45,135.45,129,,,,
Male,380-94-4661,C,Naypyitaw,Member,Electronic accessories,65.94,4,13.188,276.948,263.76,,,,
Male,154-74-7179,B,Mandalay,Normal,Sports and travel,54.45,1,2.7225,57.1725,54.45,,,,
Male,808-65-0703,C,Naypyitaw,Normal,Home and lifestyle,35.47,4,7.094,148.974,141.88,,,,
Male,144-51-6085,A,Yangon,Member,Home and lifestyle,70.74,4,14.148,297.108,282.96,,,,
Male,566-19-5475,B,Mandalay,Normal,Fashion accessories,47.97,7,167.895,503.685,335.79,,,,
Male,537-72-0426,C,Naypyitaw,Member,Fashion accessories,70.99,10,35.495,745.395,709.9,,,,
Male,828-61-5674,A,Yangon,Member,Sports and travel,44.02,10,22.01,462.21,440.2,,,,
Male,523-38-0215,C,Naypyitaw,Normal,Home and lifestyle,37,1,1.85,38.85,37,,,,
Male,667-92-0055,A,Yangon,Member,Health and beauty,99.83,6,29.949,628.929,598.98,,,,
Male,498-41-1961,B,Mandalay,Normal,Health and beauty,66.68,5,16.67,350.07,333.4,,,,
Male,593-95-4461,C,Naypyitaw,Member,Home and lifestyle,74.86,1,3.743,78.603,74.86,,,,
Male,139-20-0155,B,Mandalay,Member,Electronic accessories,40.3,10,20.15,423.15,403,,,,
Male,558-80-4082,C,Naypyitaw,Normal,Electronic accessories,27.85,7,9.7475,204.6975,194.95,,,,
Male,585-03-5943,B,Mandalay,Normal,Health and beauty,18.11,10,9.055,190.155,181.1,,,,
Male,727-75-6477,C,Naypyitaw,Normal,Electronic accessories,28.84,4,5.768,121.128,115.36,,,,
Male,744-02-5987,A,Yangon,Member,Home and lifestyle,78.38,6,23.514,493.794,470.28,,,,
Male,307-83-9164,A,Yangon,Member,Home and lifestyle,60.01,4,12.002,252.042,240.04,,,,
Male,446-47-6729,C,Naypyitaw,Normal,Fashion accessories,99.82,2,9.982,209.622,199.64,,,,
Male,573-10-3877,B,Mandalay,Member,Health and beauty,39.01,1,1.9505,40.9605,39.01,,,,
Male,735-06-4124,C,Naypyitaw,Normal,Food and beverages,48.61,1,2.4305,51.0405,48.61,,,,
Male,411-77-0180,A,Yangon,Member,Electronic accessories,72.2,7,25.27,530.67,505.4,,,,
Male,532-59-7201,B,Mandalay,Member,Sports and travel,79.93,6,23.979,503.559,479.58,,,,
Male,181-94-6432,C,Naypyitaw,Member,Fashion accessories,69.33,2,6.933,145.593,138.66,,,,
Male,174-36-3675,C,Naypyitaw,Member,Food and beverages,99.37,2,9.937,208.677,198.74,,,,
Male,603-07-0961,C,Naypyitaw,Member,Electronic accessories,74.79,5,186.975,560.925,373.95,,,,
Male,787-15-1757,C,Naypyitaw,Member,Health and beauty,44.07,4,8.814,185.094,176.28,,,,
Male,372-94-8041,A,Yangon,Normal,Health and beauty,15.26,6,4.578,96.138,91.56,,,,
Male,746-54-5508,A,Yangon,Normal,Home and lifestyle,21.52,6,6.456,135.576,129.12,,,,
Male,276-54-0879,B,Mandalay,Normal,Sports and travel,97.74,4,19.548,410.508,390.96,,,,
Male,815-11-1168,A,Yangon,Member,Food and beverages,99.78,5,24.945,523.845,498.9,,,,
Male,719-76-3868,C,Naypyitaw,Member,Food and beverages,94.26,4,18.852,395.892,377.04,,,,
Male,730-61-8757,B,Mandalay,Member,Health and beauty,51.13,4,10.226,214.746,204.52,,,,
Male,340-66-0321,A,Yangon,Member,Electronic accessories,36.36,4,7.272,152.712,145.44,,,,
Male,868-81-1752,B,Mandalay,Normal,Home and lifestyle,22.02,9,9.909,208.089,198.18,,,,
Male,634-97-8956,A,Yangon,Normal,Food and beverages,32.9,3,4.935,103.635,98.7,,,,
Male,566-71-1091,A,Yangon,Normal,Fashion accessories,77.02,5,19.255,404.355,385.1,,,,
Male,442-48-3607,A,Yangon,Member,Food and beverages,23.48,2,2.348,49.308,46.96,,,,
Male,835-16-0096,C,Naypyitaw,Member,Sports and travel,14.7,5,3.675,77.175,73.5,,,,
Male,898-04-2717,A,Yangon,Normal,Fashion accessories,76.4,9,34.38,721.98,687.6,,,,
Male,378-07-7001,B,Mandalay,Member,Electronic accessories,48.09,3,7.2135,151.4835,144.27,,,,
Male,150-89-8043,A,Yangon,Normal,Sports and travel,44.65,3,6.6975,140.6475,133.95,,,,
Male,441-94-7118,A,Yangon,Member,Electronic accessories,71.95,1,3.5975,75.5475,71.95,,,,
Male,531-80-1784,A,Yangon,Normal,Electronic accessories,26.02,7,9.107,191.247,182.14,,,,
Male,834-61-8124,A,Yangon,Normal,Electronic accessories,51.69,7,180.915,542.745,361.83,,,,
Male,565-67-6697,B,Mandalay,Member,Home and lifestyle,27,9,12.15,255.15,243,,,,
Male,453-63-6187,B,Mandalay,Normal,Electronic accessories,27.5,3,4.125,86.625,82.5,,,,
Male,578-80-7669,B,Mandalay,Normal,Sports and travel,74.97,1,3.7485,78.7185,74.97,,,,
Male,612-36-5536,A,Yangon,Member,Food and beverages,80.96,8,32.384,680.064,647.68,,,,
Male,471-41-2823,C,Naypyitaw,Normal,Food and beverages,99.79,2,9.979,209.559,199.58,,,,
Male,462-67-9126,A,Yangon,Normal,Home and lifestyle,73.22,6,21.966,461.286,439.32,,,,
Male,468-88-0009,A,Yangon,Member,Home and lifestyle,65.94,4,13.188,276.948,263.76,,,,
Male,254-31-0042,A,Yangon,Member,Electronic accessories,21.5,9,9.675,203.175,193.5,,,,
Male,382-25-8917,C,Naypyitaw,Normal,Fashion accessories,42.08,6,12.624,265.104,252.48,,,,
Male,743-88-1662,C,Naypyitaw,Normal,Sports and travel,95.49,7,334.215,1002.645,668.43,,,,
Male,595-86-2894,C,Naypyitaw,Member,Fashion accessories,96.98,4,19.396,407.316,387.92,,,,
Male,289-15-7034,A,Yangon,Member,Sports and travel,82.33,4,16.466,345.786,329.32,,,,
Male,525-88-7307,B,Mandalay,Member,Sports and travel,75.82,1,3.791,79.611,75.82,,,,
Male,689-16-9784,C,Naypyitaw,Normal,Food and beverages,46.77,6,14.031,294.651,280.62,,,,
Male,596-42-3999,B,Mandalay,Normal,Food and beverages,18.22,7,6.377,133.917,127.54,,,,
Male,563-36-9814,A,Yangon,Member,Electronic accessories,76.82,1,3.841,80.661,76.82,,,,
Male,760-54-1821,B,Mandalay,Normal,Home and lifestyle,13.59,9,6.1155,128.4255,122.31,,,,
Male,346-12-3257,B,Mandalay,Member,Electronic accessories,19.24,9,8.658,181.818,173.16,,,,
Male,651-61-0874,C,Naypyitaw,Normal,Home and lifestyle,46.22,4,9.244,194.124,184.88,,,,
Male,236-86-3015,C,Naypyitaw,Member,Home and lifestyle,13.98,1,699,712.98,13.98,,,,
Male,882-40-4577,A,Yangon,Member,Sports and travel,67.26,4,13.452,282.492,269.04,,,,
Male,732-67-5346,A,Yangon,Normal,Food and beverages,13.79,5,3.4475,72.3975,68.95,,,,
Male,569-71-4390,B,Mandalay,Normal,Sports and travel,21.87,2,2.187,45.927,43.74,,,,
Male,132-23-6451,A,Yangon,Member,Health and beauty,20.97,5,5.2425,110.0925,104.85,,,,
Male,696-90-2548,A,Yangon,Normal,Sports and travel,25.84,3,3.876,81.396,77.52,,,,
Male,472-15-9636,A,Yangon,Normal,Home and lifestyle,50.93,8,20.372,427.812,407.44,,,,
Male,268-03-6164,B,Mandalay,Normal,Health and beauty,96.11,1,4.8055,100.9155,96.11,,,,
Male,301-81-8610,B,Mandalay,Member,Fashion accessories,25.42,8,10.168,213.528,203.36,,,,
Male,489-64-4354,C,Naypyitaw,Normal,Fashion accessories,16.28,1,814,830.28,16.28,,,,
Male,198-84-7132,B,Mandalay,Member,Fashion accessories,40.61,9,182.745,548.235,365.49,,,,
Male,269-10-8440,A,Yangon,Member,Health and beauty,53.17,7,186.095,558.285,372.19,,,,
Male,741-73-3559,B,Mandalay,Normal,Sports and travel,67.27,5,168.175,504.525,336.35,,,,
Male,286-75-7818,B,Mandalay,Normal,Fashion accessories,69.08,2,6.908,145.068,138.16,,,,
Male,574-57-9721,C,Naypyitaw,Normal,Food and beverages,43.27,2,4.327,90.867,86.54,,,,
Male,616-87-0016,B,Mandalay,Normal,Fashion accessories,95.54,7,33.439,702.219,668.78,,,,
Male,751-69-0068,C,Naypyitaw,Normal,Sports and travel,99.24,9,44.658,937.818,893.16,,,,
Male,257-73-1380,C,Naypyitaw,Member,Sports and travel,82.93,4,16.586,348.306,331.72,,,,
Male,345-08-4992,A,Yangon,Normal,Home and lifestyle,33.99,6,10.197,214.137,203.94,,,,
Male,549-96-4200,C,Naypyitaw,Member,Food and beverages,17.04,4,3.408,71.568,68.16,,,,
Male,450-28-2866,C,Naypyitaw,Member,Food and beverages,17.44,5,4.36,91.56,87.2,,,,
Male,192-98-7397,C,Naypyitaw,Normal,Fashion accessories,12.78,1,639,651.78,12.78,,,,
Male,235-46-8343,C,Naypyitaw,Member,Food and beverages,27.66,10,13.83,290.43,276.6,,,,
Male,453-12-7053,C,Naypyitaw,Normal,Fashion accessories,45.74,3,6.861,144.081,137.22,,,,
Male,744-09-5786,B,Mandalay,Normal,Electronic accessories,22.01,6,6.603,138.663,132.06,,,,
Male,568-88-3448,A,Yangon,Normal,Health and beauty,25,1,1.25,26.25,25,,,,
Male,187-83-5490,A,Yangon,Member,Electronic accessories,20.77,4,4.154,87.234,83.08,,,,
Male,533-33-5337,B,Mandalay,Normal,Electronic accessories,79.39,10,39.695,833.595,793.9,,,,
Male,729-46-7422,C,Naypyitaw,Normal,Food and beverages,35.89,1,1.7945,37.6845,35.89,,,,
Male,639-76-1242,C,Naypyitaw,Normal,Food and beverages,40.52,5,10.13,212.73,202.6,,,,
Male,470-32-9057,A,Yangon,Member,Food and beverages,51.34,5,12.835,269.535,256.7,,,,
Male,554-53-3790,B,Mandalay,Normal,Sports and travel,37.02,6,11.106,233.226,222.12,,,,
Male,746-19-0921,C,Naypyitaw,Normal,Food and beverages,21.58,1,1.079,22.659,21.58,,,,
Male,405-31-3305,A,Yangon,Member,Fashion accessories,43.13,10,21.565,452.865,431.3,,,,
Male,731-59-7531,B,Mandalay,Member,Health and beauty,72.57,8,29.028,609.588,580.56,,,,
Male,502-05-1910,A,Yangon,Normal,Health and beauty,65.18,3,9.777,205.317,195.54,,,,
Male,598-47-9715,C,Naypyitaw,Normal,Electronic accessories,84.07,4,16.814,353.094,336.28,,,,
Male,701-69-8742,B,Mandalay,Normal,Sports and travel,34.37,10,17.185,360.885,343.7,,,,
Male,575-67-1508,A,Yangon,Normal,Electronic accessories,38.6,1,1.93,40.53,38.6,,,,
Male,541-08-3113,C,Naypyitaw,Normal,Food and beverages,65.97,8,26.388,554.148,527.76,,,,
Male,674-15-9296,A,Yangon,Normal,Sports and travel,37.14,5,9.285,194.985,185.7,,,,
Male,305-18-3552,B,Mandalay,Member,Home and lifestyle,60.38,10,30.19,633.99,603.8,,,,
Male,795-49-7276,A,Yangon,Normal,Fashion accessories,37.15,4,7.43,156.03,148.6,,,,
Male,556-72-8512,C,Naypyitaw,Normal,Home and lifestyle,22.96,1,1.148,24.108,22.96,,,,
Male,437-53-3084,B,Mandalay,Normal,Fashion accessories,99.89,2,9.989,209.769,199.78,,,,
Male,632-32-4574,B,Mandalay,Normal,Sports and travel,75.92,8,30.368,637.728,607.36,,,,
Male,277-63-2961,B,Mandalay,Member,Sports and travel,73.97,1,3.6985,77.6685,73.97,,,,
Male,620-02-2046,C,Naypyitaw,Normal,Home and lifestyle,69.4,2,6.94,145.74,138.8,,,,
Male,511-54-3087,B,Mandalay,Normal,Sports and travel,88.45,1,4.4225,92.8725,88.45,,,,
Male,726-29-6793,A,Yangon,Member,Electronic accessories,24.18,8,9.672,203.112,193.44,,,,
Male,291-21-5991,B,Mandalay,Member,Health and beauty,61.29,5,153.225,459.675,306.45,,,,
Male,189-52-0236,A,Yangon,Normal,Electronic accessories,99.55,7,348.425,1045.275,696.85,,,,
Male,503-07-0930,C,Naypyitaw,Member,Sports and travel,58.39,7,204.365,613.095,408.73,,,,
Male,425-85-2085,B,Mandalay,Member,Health and beauty,54.86,5,13.715,288.015,274.3,,,,
Male,521-18-7827,C,Naypyitaw,Member,Home and lifestyle,39.39,5,9.8475,206.7975,196.95,,,,
Male,220-28-1851,A,Yangon,Normal,Home and lifestyle,34.73,2,3.473,72.933,69.46,,,,
Male,600-38-9738,C,Naypyitaw,Member,Sports and travel,71.92,5,17.98,377.58,359.6,,,,
Male,133-14-7229,C,Naypyitaw,Normal,Health and beauty,62.87,2,6.287,132.027,125.74,,,,
Male,534-01-4457,A,Yangon,Normal,Food and beverages,81.71,6,24.513,514.773,490.26,,,,
Male,286-62-6248,B,Mandalay,Normal,Fashion accessories,39.21,4,7.842,164.682,156.84,,,,
Male,339-38-9982,B,Mandalay,Member,Fashion accessories,59.86,2,5.986,125.706,119.72,,,,
Male,827-77-7633,A,Yangon,Normal,Sports and travel,98.09,9,441.405,1324.215,882.81,,,,
Male,287-83-1405,A,Yangon,Normal,Health and beauty,25.43,6,7.629,160.209,152.58,,,,
Male,435-13-4908,A,Yangon,Member,Fashion accessories,86.68,8,34.672,728.112,693.44,,,,
Male,857-67-9057,B,Mandalay,Normal,Electronic accessories,22.95,10,11.475,240.975,229.5,,,,
Male,583-41-4548,C,Naypyitaw,Normal,Home and lifestyle,16.67,7,5.8345,122.5245,116.69,,,,
Male,643-38-7867,A,Yangon,Normal,Home and lifestyle,97.94,1,4.897,102.837,97.94,,,,
Male,460-35-4390,A,Yangon,Normal,Home and lifestyle,30.68,3,4.602,96.642,92.04,,,,
Male,343-87-0864,C,Naypyitaw,Member,Health and beauty,75.88,1,3.794,79.674,75.88,,,,
Male,243-47-2663,C,Naypyitaw,Member,Electronic accessories,18.77,6,5.631,118.251,112.62,,,,
Male,701-23-5550,B,Mandalay,Member,Home and lifestyle,38.81,4,7.762,163.002,155.24,,,,
Male,541-48-8554,A,Yangon,Normal,Sports and travel,60.95,9,274.275,822.825,548.55,,,,
Male,747-58-7183,B,Mandalay,Normal,Fashion accessories,57.27,3,8.5905,180.4005,171.81,,,,
Male,399-69-4630,C,Naypyitaw,Normal,Electronic accessories,22.21,6,6.663,139.923,133.26,,,,
Male,134-75-2619,A,Yangon,Member,Electronic accessories,19.32,7,6.762,142.002,135.24,,,,
Male,356-44-8813,B,Mandalay,Normal,Home and lifestyle,37.48,3,5.622,118.062,112.44,,,,
Male,712-39-0363,A,Yangon,Member,Food and beverages,41.66,6,12.498,262.458,249.96,,,,
Male,174-75-0888,B,Mandalay,Normal,Electronic accessories,21.58,9,9.711,203.931,194.22,,,,
Male,866-99-7614,C,Naypyitaw,Normal,Food and beverages,89.2,10,44.6,936.6,892,,,,
Male,760-90-2357,A,Yangon,Member,Electronic accessories,74.51,6,22.353,469.413,447.06,,,,
Male,514-37-2845,B,Mandalay,Normal,Fashion accessories,99.25,2,9.925,208.425,198.5,,,,
Male,343-61-3544,B,Mandalay,Member,Sports and travel,26.67,10,13.335,280.035,266.7,,,,
Male,239-48-4278,A,Yangon,Member,Food and beverages,10.13,7,3.5455,74.4555,70.91,,,,
Male,355-34-6244,B,Mandalay,Normal,Food and beverages,72.39,2,7.239,152.019,144.78,,,,
Male,550-84-8664,A,Yangon,Normal,Sports and travel,85.91,5,214.775,644.325,429.55,,,,
Male,339-96-8318,B,Mandalay,Member,Fashion accessories,81.31,7,284.585,853.755,569.17,,,,
Male,458-61-0011,B,Mandalay,Normal,Food and beverages,60.3,4,12.06,253.26,241.2,,,,
Male,592-34-6155,C,Naypyitaw,Normal,Food and beverages,31.77,4,6.354,133.434,127.08,,,,
Male,207-73-1363,B,Mandalay,Normal,Health and beauty,69.51,2,6.951,145.971,139.02,,,,
Male,390-31-6381,C,Naypyitaw,Normal,Food and beverages,27.22,3,4.083,85.743,81.66,,,,
Male,375-72-3056,B,Mandalay,Normal,Sports and travel,63.06,3,9.459,198.639,189.18,,,,
Male,127-47-6963,A,Yangon,Normal,Health and beauty,51.71,4,10.342,217.182,206.84,,,,
Male,379-17-6588,C,Naypyitaw,Normal,Fashion accessories,59.61,10,29.805,625.905,596.1,,,,
Male,227-50-3718,A,Yangon,Normal,Health and beauty,14.62,5,3.655,76.755,73.1,,,,
Male,302-15-2162,C,Naypyitaw,Member,Health and beauty,46.53,6,13.959,293.139,279.18,,,,
Male,585-11-6748,B,Mandalay,Member,Sports and travel,96.8,3,14.52,304.92,290.4,,,,
